,-fructose_100g,vitamin-e_100g,nucleotides_100g,serum-proteins_100g,casein_100g,polyols_100g,starch_100g,-maltodextrins_100g,-maltose_100g,-lactose_100g,-glucose_100g,-sucrose_100g,-nervonic-acid_100g,-erucic-acid_100g,-mead-acid_100g,-gondoic-acid_100g,-elaidic-acid_100g,-oleic-acid_100g,omega-9-fat_100g,beta-carotene_100g,vitamin-k_100g,-gamma-linolenic-acid_100g,biotin_100g,glycemic-index_100g,carbon-footprint_100g,chlorophyl_100g,cocoa_100g,collagen-meat-protein-ratio_100g,fruits-vegetables-nuts-estimate_100g,ph_100g,taurine_100g,caffeine_100g,iodine_100g,molybdenum_100g,chromium_100g,selenium_100g,fluoride_100g,chloride_100g,bicarbonate_100g,silica_100g,-dihomo-gamma-linolenic-acid_100g,water-hardness_100g,-arachidonic-acid_100g,-montanic-acid_100g,-caproic-acid_100g,-caprylic-acid_100g,-capric-acid_100g,-lauric-acid_100g,-myristic-acid_100g,-palmitic-acid_100g,-butyric-acid_100g,-stearic-acid_100g,-arachidic-acid_100g,-linoleic-acid_100g,-lignoceric-acid_100g,-cerotic-acid_100g,-behenic-acid_100g,-alpha-linolenic-acid_100g,allergens_en,omega-3-fat_100g,-melissic-acid_100g,omega-6-fat_100g,-docosahexaenoic-acid_100g,-eicosapentaenoic-acid_100g,zinc_100g,copper_100g,manganese_100g,pantothenic-acid_100g,fruits-vegetables-nuts_100g,folates_100g,alcohol_100g,vitamin-d_100g,vitamin-b6_100g,phosphorus_100g,vitamin-b9_100g,vitamin-b12_100g,magnesium_100g,vitamin-pp_100g,vitamin-b2_100g,vitamin-b1_100g,potassium_100g,polyunsaturated-fat_100g,monounsaturated-fat_100g,traces_en,labels_en,packaging,quantity,categories_en,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,cholesterol_100g,trans-fat_100g,additives_en,fiber_100g,serving_size,nutrition-score-fr_100g,nutrition-score-uk_100g,saturated-fat_100g,sugars_100g,salt_100g,sodium_100g,carbohydrates_100g,fat_100g,energy_100g,proteins_100g,ingredients_that_may_be_from_palm_oil_n,ingredients_text,additives_n,ingredients_from_palm_oil_n,brands,product_name,countries_en,last_modified_datetime
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.96,0.96,0.92,0.92,0.92,0.91,0.82,0.71,0.67,0.66,0.54,0.53,0.53,0.53,0.52,0.52,0.43,0.32,0.29,0.21,0.21,0.18,0.13,0.09,0.09,0.09,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.02,0.01,0.0,0.0
